-5 129
-4.9 121
-4.8 124
-4.7 133
-4.6 151
-4.5 163
-4.4 168
-4.3 165
-4.2 168
-4.1 164
-4 178
-3.9 236
-3.8 214
-3.7 247
-3.6 235
-3.5 258
-3.4 279
-3.3 278
-3.2 299
-3.1 335
-3 327
-2.9 354
-2.8 371
-2.7 393
-2.6 442
-2.5 458
-2.4 471
-2.3 540
-2.2 558
-2.1 611
-2 678
-1.9 705
-1.8 781
-1.7 876
-1.6 968
-1.5 1053
-1.4 1158
-1.3 1213
-1.2 1382
-1.1 1511
-1 1602
-0.9 1804
-0.8 1934
-0.7 2235
-0.6 2462
-0.5 2588
-0.4 2802
-0.3 2991
-0.2 3135
-0.1 3155
0 3061
0.1 3236
0.2 2958
0.3 2884
0.4 2628
0.5 2391
0.6 2293
0.7 2083
0.8 1868
0.9 1626
1 1516
1.1 1442
1.2 1222
1.3 1064
1.4 1023
1.5 948
1.6 832
1.7 800
1.8 708
1.9 684
2 626
2.1 593
2.2 550
2.3 512
2.4 428
2.5 401
2.6 431
2.7 390
2.8 324
2.9 307
3 319
3.1 278
3.2 301
3.3 243
3.4 239
3.5 231
3.6 242
3.7 197
3.8 184
3.9 189
4 151
4.1 162
4.2 166
4.3 158
4.4 141
4.5 153
4.6 136
4.7 132
4.8 137
4.9 135
