0 27
0.01 62
0.02 106
0.03 140
0.04 153
0.05 201
0.06 270
0.07 298
0.08 327
0.09 359
0.1 401
0.11 481
0.12 524
0.13 562
0.14 597
0.15 635
0.16 658
0.17 623
0.18 741
0.19 787
0.2 828
0.21 880
0.22 914
0.23 942
0.24 1064
0.25 1027
0.26 1080
0.27 1120
0.28 1112
0.29 1241
0.3 1191
0.31 1237
0.32 1283
0.33 1281
0.34 1359
0.35 1385
0.36 1484
0.37 1486
0.38 1579
0.39 1574
0.4 1668
0.41 1716
0.42 1696
0.43 1731
0.44 1783
0.45 1792
0.46 1877
0.47 1808
0.48 1962
0.49 2002
0.5 1918
0.51 1971
0.52 1851
0.53 1919
0.54 1845
0.55 1751
0.56 1774
0.57 1691
0.58 1664
0.59 1640
0.6 1550
0.61 1512
0.62 1491
0.63 1450
0.64 1321
0.65 1360
0.66 1373
0.67 1335
0.68 1257
0.69 1276
0.7 1195
0.71 1178
0.72 1101
0.73 1103
0.74 1024
0.75 1002
0.76 929
0.77 914
0.78 847
0.79 785
0.8 724
0.81 743
0.82 689
0.83 638
0.84 589
0.85 616
0.86 516
0.87 540
0.88 460
0.89 377
0.9 372
0.91 348
0.92 321
0.93 253
0.94 219
0.95 185
0.96 148
0.97 97
0.98 69
0.99 15
