0 449
0.05 1308
0.1 1944
0.15 2450
0.2 2957
0.25 3295
0.3 3399
0.35 3524
0.4 3600
0.45 3640
0.5 3658
0.55 3682
0.6 3439
0.65 3483
0.7 3397
0.75 3294
0.8 3237
0.85 3038
0.9 2869
0.95 2810
1 2536
1.05 2600
1.1 2347
1.15 2231
1.2 2124
1.25 2004
1.3 1868
1.35 1741
1.4 1655
1.45 1581
1.5 1429
1.55 1347
1.6 1243
1.65 1178
1.7 1131
1.75 1038
1.8 969
1.85 891
1.9 806
1.95 748
2 684
2.05 661
2.1 570
2.15 542
2.2 520
2.25 479
2.3 403
2.35 426
2.4 366
2.45 336
2.5 312
2.55 314
2.6 263
2.65 254
2.7 253
2.75 225
2.8 212
2.85 186
2.9 152
2.95 134
3 147
3.05 134
3.1 115
3.15 98
3.2 120
3.25 101
3.3 74
3.35 66
3.4 85
3.45 67
3.5 62
3.55 60
3.6 60
3.65 44
3.7 39
3.75 40
3.8 38
3.85 48
3.9 32
3.95 27
4 25
4.05 22
4.1 18
4.15 23
4.2 22
4.25 17
4.3 12
4.35 12
4.4 12
4.45 12
4.5 14
4.55 11
4.6 6
4.65 6
4.7 12
4.75 8
4.8 6
4.85 6
4.9 8
4.95 3
